2000	2
0	1.755767	-0.700130
1	1.017158	1.014561
2	-0.301862	0.019245
3	-0.784590	0.026948
4	1.022331	-0.457638
5	-1.460325	0.914954
6	1.039476	2.133827
7	-0.563521	0.464289
8	-0.959167	1.155680
9	0.617342	-1.226720
10	0.190487	-0.881500
11	-0.463220	-0.624109
12	0.422999	0.342179
13	1.093305	-0.791438
14	0.821043	-0.184449
15	-0.500757	0.203798
16	-1.097400	0.027499
17	-1.491030	-1.288908
18	0.994112	2.008706
19	1.000380	0.281965
20	0.170002	1.454431
21	0.748284	-0.321619
22	-0.909203	1.338619
23	-1.001878	0.013345
24	0.760538	-0.204848
25	-0.902993	1.172849
26	-1.283533	-2.670539
27	-1.124236	-0.451373
28	0.975482	-0.939752
29	-0.403748	-0.341073
30	1.866090	0.439435
31	1.374524	0.137566
32	0.067428	1.109341
33	-0.642390	0.060246
34	0.843800	0.945843
35	0.245986	-0.045730
36	-1.432601	-0.726975
37	-1.094112	-1.010017
38	1.416398	-0.165364
39	-0.710936	-1.107450
40	-0.194108	-0.587052
41	1.740737	0.500129
42	0.005515	0.098921
43	0.145267	0.870775
44	0.448248	-0.165364
45	-0.953843	-0.397997
46	1.118413	-0.698884
47	0.970366	-0.727036
48	-0.025312	0.203271
49	0.263002	0.876679
50	0.398095	1.797721
51	-1.179862	1.461572
52	0.394357	0.838084
53	-0.537822	1.037512
54	-1.448562	-0.119394
55	0.128028	-0.541424
56	-1.347784	-0.387540
57	0.736597	1.347258
58	-0.010858	-0.113987
59	-1.104923	1.295925
60	1.646622	-1.473815
61	-1.872830	-0.777397
62	-1.708702	-1.771969
63	-0.429040	-1.114459
64	0.738880	-0.847599
65	-1.078900	-0.433332
66	0.976730	-0.812075
67	0.114563	-1.341369
68	-1.632593	1.462167
69	-0.648253	-0.891638
70	-0.462222	0.139659
71	1.803203	-0.457973
72	-0.126186	0.507715
73	-1.500409	1.111032
74	1.449779	-0.691076
75	-0.216630	-1.341120
76	-0.196142	0.179224
77	-1.254078	-1.576141
78	-0.501202	0.665459
79	0.845951	1.384721
80	0.847128	-1.281180
81	-2.275602	0.710125
82	1.010699	0.724937
83	0.534563	-0.140747
84	-0.220154	0.006127
85	-0.166999	1.377797
86	0.883945	-0.446546
87	0.534968	2.159795
88	-0.661278	0.527114
89	0.655250	-1.496835
90	-0.230729	-1.877870
91	0.612391	1.053091
92	-0.765389	0.715228
93	-0.780139	0.652284
94	-0.149204	1.070671
95	-2.258945	-0.897203
96	-1.102921	-0.152652
97	0.360763	0.477031
98	0.396608	0.004382
99	-0.476678	0.308393
100	-0.387460	-0.246319
101	0.318208	-0.025910
102	1.680779	-0.133003
103	-0.087082	0.610406
104	-2.109976	1.571974
105	-0.322154	0.055942
106	0.050829	-1.049091
107	0.802895	0.109829
108	1.643268	0.004883
109	-0.836678	-1.795281
110	1.489967	-0.597587
111	-1.149069	1.094102
112	0.908688	-0.931300
113	1.031847	-2.031382
114	1.104526	-0.435407
115	0.430671	-1.748049
116	-0.145737	-0.958391
117	-0.700946	0.463573
118	0.759448	-1.264678
119	0.183966	-1.802981
120	-1.765031	0.879588
121	-0.298631	1.035905
122	2.340308	-1.627686
123	1.799451	-1.001261
124	-0.500882	-0.294943
125	1.062209	-0.095185
126	0.207960	-1.024015
127	-0.567909	-1.350967
128	-1.751791	0.349292
129	-0.005762	-2.116086
130	-1.833138	-0.350661
131	-1.303699	0.117945
132	-0.799924	0.071669
133	0.813165	-0.527065
134	-1.758444	-1.957351
135	-0.368242	1.116368
136	0.696845	0.035914
137	-0.250355	0.323454
138	0.149148	-0.821519
139	1.200312	0.188844
140	1.741420	-0.814892
141	-0.864334	-0.107889
142	0.057152	-1.085352
143	1.148876	-0.058656
144	-0.249447	-0.999528
145	0.368045	2.113451
146	0.404635	-0.602656
147	-0.653963	-0.177290
148	0.838627	-0.783637
149	-2.222263	-0.856991
150	-1.085239	0.864235
151	1.296319	1.356735
152	-0.115170	-1.246284
153	1.404920	0.592932
154	0.770792	1.450474
155	1.055425	1.071683
156	-0.826220	-1.357313
157	-1.480002	0.319571
158	0.889847	-0.460707
159	0.340486	-0.562215
160	0.894406	0.019037
161	-0.529911	-0.111379
162	-1.701878	-0.730242
163	0.971223	0.349034
164	-2.430447	-1.065728
165	-1.308281	0.296130
166	-0.117496	-2.254975
167	-1.946335	-0.761465
168	-0.421401	0.455988
169	-1.470130	-1.016911
170	-1.394016	-0.375187
171	-1.515858	1.816808
172	0.542825	-1.205460
173	-1.101579	-0.447328
174	-0.277835	-1.325835
175	0.349427	-0.224587
176	-3.167834	0.264343
177	0.467336	-0.588902
178	-1.585600	-0.875751
179	-0.928729	0.664559
180	1.124081	-0.615140
181	0.231247	-0.433293
182	0.296942	1.193483
183	-1.210240	0.185529
184	-0.006748	0.012705
185	-0.215091	-0.334599
186	-0.319088	-1.476948
187	1.191978	1.035789
188	-0.997436	0.050089
189	0.242606	1.582688
190	2.538464	-0.821004
191	-1.502467	-1.610465
192	-0.906259	-0.227638
193	-0.570739	-1.341504
194	0.554625	0.477388
195	-1.818249	-0.440477
196	-1.552579	-1.385400
197	-1.447965	-1.404090
198	0.345546	-2.067653
199	0.750550	0.254104
200	0.178711	-0.716026
201	-1.454921	0.989668
202	-0.931520	-0.316638
203	-0.353103	-0.131538
204	-1.329482	2.358023
205	2.045266	0.144983
206	-1.121147	1.777148
207	-0.164487	-0.765439
208	1.914076	-0.227522
209	-2.206041	-1.020244
210	0.517134	-2.021144
211	0.735257	0.301464
212	-0.646110	0.149711
213	-0.205206	-0.323341
214	0.116376	0.251747
215	0.953723	0.055140
216	-0.365337	0.019262
217	1.419309	0.382981
218	0.339577	0.579227
219	-0.095034	0.051360
220	1.107485	0.406839
221	0.061080	-1.026943
222	1.902676	1.131115
223	-0.185004	0.110998
224	-0.187417	-0.188933
225	-1.008146	0.113084
226	-0.980056	1.934620
227	-0.972824	0.426092
228	-0.638579	-0.665958
229	1.941036	-1.856683
230	-1.119756	-1.776171
231	2.923439	-1.166485
232	-2.206992	-0.474612
233	0.160535	1.178764
234	0.105321	0.216750
235	-1.597181	0.456797
236	0.590702	0.104532
237	1.718866	0.467125
238	0.482338	-2.294776
239	-0.890339	0.955002
240	-1.143720	0.889862
241	-0.262361	-0.501349
242	0.077597	0.531011
243	-0.220227	-0.209719
244	1.965332	-1.268679
245	0.715272	-0.232550
246	0.343668	1.188640
247	-0.326462	-1.129939
248	-0.481323	1.294400
249	-0.392898	0.334972
250	-0.297988	-0.998249
251	-0.791844	0.489615
252	-1.428356	-1.002915
253	1.941794	-0.860629
254	1.231179	0.214380
255	-0.757833	0.988501
256	-1.787931	-0.696280
257	-0.082023	-0.764904
258	1.241204	-0.234681
259	0.628929	0.378211
260	0.431953	2.335742
261	-0.570704	0.441030
262	1.137774	-1.362085
263	0.433764	0.333497
264	1.251762	-1.470019
265	-0.338785	0.542142
266	-0.877446	-0.053653
267	-0.627441	-0.169482
268	-1.130817	-0.537787
269	-0.214076	-0.125963
270	0.404859	-0.053579
271	1.338908	0.540064
272	-1.923306	1.224146
273	-0.462751	-1.408443
274	1.106134	-0.467744
275	0.843243	-0.741665
276	0.493256	-0.658625
277	0.698305	0.546795
278	-1.034506	-0.526323
279	0.147395	-0.848510
280	-0.119113	-1.370085
281	0.583731	-1.494403
282	-1.575661	-1.400771
283	0.973343	-1.960267
284	-0.560427	-0.785179
285	0.384433	-1.266671
286	-0.270516	1.071344
287	-1.026229	-1.396551
288	-1.365874	-0.559505
289	0.644032	0.067229
290	-1.136422	1.367050
291	0.895882	-2.902142
292	-0.337997	1.260068
293	0.629171	2.641309
294	-2.418145	-0.618312
295	1.361723	-0.348204
296	1.739408	0.294408
297	-0.922117	-0.745504
298	0.083918	0.931480
299	0.250003	2.153903
300	-0.484142	-0.137982
301	0.301879	-0.767435
302	1.249869	-2.260071
303	-0.419769	0.333482
304	-0.828923	-0.525826
305	-0.787009	0.198969
306	-1.511042	-0.810011
307	-0.852994	1.466803
308	-0.149472	-0.105397
309	0.246753	-0.016625
310	-0.935981	-1.554396
311	1.270397	-0.192007
312	-0.922429	-0.233567
313	-0.022306	-1.392612
314	0.117726	0.306325
315	0.078877	0.672010
316	0.140793	1.467770
317	0.207822	-0.762049
318	-0.282371	1.877609
319	-1.051282	-0.247265
320	1.583379	-1.228828
321	-0.867658	-2.863884
322	-0.659846	-0.063888
323	1.109284	2.497691
324	0.631347	-0.669313
325	-1.111403	0.140952
326	1.583609	-0.610929
327	0.183043	-0.946785
328	0.979238	-1.242153
329	-0.621934	0.831794
330	-0.736707	-0.398461
331	1.112856	0.125526
332	0.645328	-0.682719
333	-0.473947	-1.522156
334	0.693509	-1.110481
335	-0.826406	0.917917
336	-0.407956	-0.028451
337	-0.500196	0.670632
338	1.225942	0.078697
339	0.191470	-0.348626
340	-0.962626	-0.392873
341	-0.183402	0.128646
342	-1.081749	0.274930
343	-0.888761	-0.747880
344	0.103532	0.582900
