2000	2
0	-0.300506	-0.979643
1	-0.579603	1.523523
2	0.537066	0.353541
3	0.723073	0.004309
4	-0.112732	0.213124
5	-0.155125	0.835697
6	-0.875180	1.037725
7	1.193393	-0.497560
8	0.106149	1.018170
9	1.283846	-0.740753
10	0.684690	0.749521
11	0.307197	0.016836
12	0.149674	-0.033536
13	-0.134722	0.998018
14	1.382966	1.346906
15	0.928101	-0.746010
16	1.322390	-1.332075
17	0.512194	1.001714
18	0.429114	1.891569
19	-0.784657	0.342133
20	-2.829349	0.928743
21	2.438293	-1.777552
22	-0.423116	1.053097
23	-0.100637	-1.169993
24	-0.269937	0.577703
25	-0.601693	0.391782
26	-0.252870	0.345388
27	0.783083	0.171110
28	1.128319	0.676271
29	-1.209747	-0.331862
30	-1.874570	-1.071394
31	-0.304373	-1.031703
32	0.677813	0.117315
33	0.833197	0.510489
34	-1.068551	0.331524
35	0.119883	-0.994448
36	0.304215	-0.651695
37	0.142324	-0.969512
38	0.468001	0.911635
39	0.098723	0.456411
40	0.176545	0.271242
41	0.003627	-0.371945
42	0.527918	0.074644
43	-0.447696	1.136524
44	1.318934	0.156382
45	-0.331415	1.323244
46	0.736528	-0.969159
47	1.295618	0.605004
48	-0.498180	-0.103736
49	0.899802	0.872860
50	-1.360300	0.727848
51	0.215699	-1.413895
52	-1.244576	-2.433067
53	1.613639	0.174324
54	0.218604	0.069890
55	0.570640	1.237457
56	1.140407	-1.708427
57	1.118825	-0.387190
58	1.114824	-0.340552
59	0.718839	-0.077587
60	-0.408476	-2.389985
61	0.268764	1.073865
62	0.048125	-0.772907
63	1.261153	-1.347367
64	-0.571429	0.904433
65	-0.865196	0.834681
66	-0.475728	-0.223503
67	0.151405	-0.459573
68	-1.368567	0.084604
69	-0.341042	0.112087
70	0.188934	-0.312544
71	-1.758895	0.138155
72	-1.032233	0.377387
73	0.339225	-1.951086
74	-2.077274	0.533963
75	-0.636348	0.961957
76	1.543195	-0.658975
77	0.098626	1.023656
78	-0.949288	-0.104382
79	0.138426	1.007748
80	0.282695	-0.349704
81	0.495868	-1.073409
82	-0.582197	-0.808599
83	0.737463	1.135706
84	1.029917	0.777717
85	-1.701268	0.566392
86	1.542390	0.748554
87	1.679941	-0.580704
88	-0.269061	-1.154272
89	1.027050	0.043021
90	-1.319764	1.472059
91	0.203729	-0.038290
92	-0.586893	0.163976
93	-1.162569	2.101281
94	-1.206466	0.719024
95	0.269643	0.386047
96	-1.303583	1.358391
97	1.426316	-0.009664
98	2.953172	0.868569
99	-0.283004	-0.800068
100	1.545307	0.102988
101	-1.452496	0.192690
102	-0.084084	-1.789137
103	-1.264031	0.191931
104	-1.072186	0.257012
105	0.713799	0.236589
106	0.623155	-0.208054
107	-0.226790	-0.554655
108	-1.176624	-0.047092
109	-0.642257	0.987447
110	-0.090679	-0.246028
111	0.467549	2.780535
112	0.257045	0.538835
113	0.641495	0.070249
114	-1.521280	1.355030
115	-0.577664	1.330930
116	1.432808	-0.795131
117	-0.228416	-0.000308
118	-0.058193	0.732775
119	0.972082	0.105784
120	-0.448365	-0.865280
121	-0.617508	-0.322730
122	-0.493882	0.790297
123	-0.282559	0.432851
124	-1.801070	-0.448343
125	-0.844640	-0.082218
126	0.027061	1.104155
127	0.479484	-0.773845
128	0.011203	1.163221
129	0.138102	-1.749680
130	-0.580743	1.124457
131	0.961734	0.499082
132	-1.526234	1.250224
133	0.633157	-0.123852
134	-0.754811	0.135692
135	-0.134288	0.223135
136	-0.024118	-0.680824
137	2.022759	-1.643027
138	-0.121716	0.505924
139	1.674057	0.479546
140	-1.567966	-0.788616
141	0.639665	-1.628002
142	-0.766081	1.032167
143	1.564475	-0.044205
144	1.456547	-1.266629
145	1.744529	-2.083201
146	-0.122098	-0.314632
147	-0.369134	0.755109
148	0.016134	-3.096660
149	-0.983604	1.296080
150	-0.139857	-1.000268
151	-1.779379	1.563069
152	1.687487	-0.998527
153	0.191271	-0.324960
154	1.331819	0.547911
155	-0.816314	-0.510339
156	-0.030966	-0.103266
157	-0.378519	0.418395
158	0.112894	0.156532
159	0.953746	0.488246
160	-1.055162	-0.200396
161	1.159381	0.861556
162	0.690857	1.398024
163	0.409340	-2.069727
164	1.541901	-0.533962
165	-1.135750	-0.747567
166	0.330972	0.496523
167	-1.393272	0.284717
168	-1.957255	-0.071268
169	0.097847	1.870003
170	1.525101	-0.234312
171	1.928199	0.687548
172	-0.367860	0.588774
173	0.983922	-0.558781
174	0.666019	1.576538
175	-0.096035	-1.638592
176	-0.877278	0.621983
177	-0.499066	0.468500
178	0.363649	0.551754
179	0.283521	0.632563
180	-0.020120	1.012055
181	0.035825	-0.080246
182	2.808442	-1.123267
183	0.128553	0.230243
184	0.601731	-2.173000
185	0.714055	-0.736826
186	-0.285390	0.336293
187	-0.346011	1.341772
188	1.328372	-1.468177
189	0.244280	-0.543636
190	-0.834680	-1.319354
191	-0.228336	-0.028846
192	0.349422	0.684193
193	-1.271688	1.226598
194	-1.364931	-0.312198
195	1.021922	-1.375158
196	-0.374910	-0.339551
197	1.306505	0.219520
198	0.948704	-0.251984
199	-0.075060	-1.294315
200	-0.049131	1.507427
201	1.189016	0.001359
202	-0.790318	0.966899
203	-0.390823	0.789097
204	1.381368	0.463584
205	-0.062162	-1.082414
206	0.927567	0.734050
207	-0.349868	0.301290
208	0.248783	-0.327451
209	-1.229950	-0.432017
210	0.121056	1.125393
211	-1.084606	-0.156653
212	0.362187	-0.063398
213	0.941069	-1.182941
214	-0.012101	0.171377
215	0.265325	-0.232355
216	-1.230336	-1.104139
217	0.229239	-0.961904
218	-0.400899	-0.128567
219	-2.225083	0.225509
220	-1.607875	0.712975
221	-1.266256	-1.510843
222	1.099114	-0.111747
223	-0.164825	0.255483
224	-0.674900	0.719241
225	-0.575571	1.556670
226	0.107601	0.270242
227	1.018128	1.033692
228	0.563097	1.418657
229	0.934201	-0.788814
230	-1.371936	0.500218
231	0.157358	-0.193504
232	1.327314	-2.667371
233	0.749296	0.077865
234	-1.566101	0.590621
235	-1.174530	0.766687
236	-0.642112	-0.241504
237	0.674407	-0.588753
238	-0.053779	1.438211
239	1.292578	-0.084929
240	0.598254	-0.074437
241	-0.389496	0.101228
242	-0.344544	1.016807
243	2.008317	-1.110304
244	-0.481753	-0.143977
245	-0.434184	-0.635533
246	-0.670557	-0.890092
247	-0.374238	-1.090648
248	0.085966	-0.779136
249	0.075602	-1.810478
250	0.092397	-1.278694
251	0.392977	-1.129851
252	0.930863	0.882945
253	-0.116525	1.413103
254	-1.054762	0.698606
255	1.526905	0.036412
256	-0.716456	-0.717396
257	-0.182102	0.350965
258	-0.610752	-1.349796
259	0.565194	0.553051
260	0.526811	-0.320005
261	-0.004550	1.028781
262	1.719276	0.695876
263	-0.470168	0.772646
264	0.772487	1.917594
265	0.737326	0.115722
266	0.945912	0.134603
267	-0.355313	-1.988251
268	-0.136041	1.966112
269	-0.070453	0.710226
270	-0.327467	-1.055173
271	1.270340	-0.425568
272	0.828216	-0.329962
273	-0.639532	-1.042152
274	-0.054229	-0.048070
275	0.731306	0.119369
276	0.410781	0.180265
277	1.847258	0.442291
278	-0.732644	-0.261143
279	0.075301	0.251415
280	2.780709	0.461919
281	0.397189	0.043545
282	1.867537	-1.078665
283	1.137331	-0.295845
284	0.024922	-1.579672
285	-0.308746	1.096944
286	-0.890554	0.289618
287	0.943809	0.090376
288	0.859912	-0.450676
289	1.460611	-1.815764
290	-1.109459	0.279782
291	1.067556	0.016522
292	0.768276	0.246057
293	0.078242	0.306557
294	0.427050	-0.849345
295	-0.828982	-0.639807
296	0.351469	-0.282931
297	0.828780	-1.260438
298	-0.186717	0.617897
299	-0.352550	-0.679662
300	-0.091716	-1.787897
301	-1.573570	0.342009
302	1.702431	-0.364249
303	1.723079	0.158428
304	0.741526	-0.382648
305	1.101742	-0.189443
306	0.135548	-0.739580
307	-0.016673	-0.198360
308	-1.143312	0.043825
309	0.426299	0.889513
310	0.058479	0.823023
311	-1.480751	0.906578
312	-2.440854	2.011015
313	0.140535	0.502429
314	-0.819285	0.334135
315	1.333084	-0.090594
316	-0.459589	-1.179658
317	-0.853312	1.675678
318	-0.373815	-1.839704
319	1.283269	0.203079
320	-0.323730	-0.643675
321	-0.340796	0.455811
322	0.362141	-0.723830
323	-1.123985	-0.760403
324	-1.621831	0.046140
325	1.354059	-0.366871
326	-0.492953	0.523333
327	-0.976581	-1.398958
328	-0.690077	0.157583
329	-0.897368	0.182135
330	-1.643966	1.572629
331	0.311399	0.105760
332	-0.120557	-1.128616
333	1.041675	-0.185163
334	-0.499551	0.174648
335	-0.792681	-0.133741
336	-0.996470	1.532882
337	-0.241919	-0.579964
338	-1.821902	1.023446
339	-1.148312	-0.546088
340	-0.832401	0.966493
341	-0.416415	1.568895
342	0.858617	0.576690
343	0.714551	0.854072
344	0.009184	2.249779
345	0.009781	0.176793
346	-2.996985	0.282393
347	-0.137105	1.311757
348	-0.835869	-1.014795
349	-0.269966	0.316334
350	-1.887025	-1.765636
351	1.593014	0.286374
352	-0.759865	-1.704487
353	-1.317492	1.206212
354	-0.717028	0.275873
355	-0.993677	-0.413991
356	-0.541538	2.794616
357	3.133758	0.207235
358	-1.541406	-0.603866
359	-1.440537	2.058327
360	1.025328	-0.094304
361	-0.352436	0.589618
362	-0.549378	0.496563
363	-1.057694	0.446258
364	0.661192	-1.239140
365	1.474497	0.740322
366	-0.156393	0.036994
367	-0.140308	-0.941234
368	0.848806	1.167121
369	0.593177	-0.015558
370	0.406512	0.127563
371	-0.936235	0.878705
372	-0.271314	-0.514064
373	-0.213285	-0.352192
374	-1.766058	2.394873
375	0.030687	1.075933
376	0.122388	0.330781
377	0.603355	-0.769262
378	-1.978046	0.271659
379	-1.255662	-0.614940
380	-0.473419	1.177149
381	-1.056229	0.189539
